wind_speed,swr,a_seiche,qual
1,1,0.001,18699.6272037321
1.00489626262099,0.924071637264571,0.00101522450454559,14743.2078129049
1.03824010080403,1.00346934369119,0.00116040645492732,21814.4204860031
1.01637919031552,0.755361006848422,0.000958060764503215,10450.7236265179
1.08119117001146,0.666614870761687,0.00092970998337111,12250.103263687
1.11181724251944,0.687381592593366,0.000901143727057916,12534.5954751957
1.00387501905321,0.575933309647805,0.000841818746811194,16873.9336868525
0.935206253045782,0.634935849319508,0.000959125822597501,14603.3151660642
0.979006474104287,0.633302599105826,0.000927020807033387,13553.6326127992
1.27538183662017,0.810110074429432,0.000874836657977255,19553.1408993961
0.776045864863199,0.746819777012307,0.000914180838497153,38344.0622400961
0.963962021470306,0.793861301276906,0.000851482465521598,10809.7381447617
1.11070625887217,0.618683381437709,0.00109527669081862,15121.5790595526
1.22880078914952,0.651700345603968,0.00111734010041123,17429.9544735423
0.996190671138188,0.864979720106416,0.000986582298801475,12044.4371101361
0.977494515078313,0.802614477670857,0.000835775016048523,10664.6952687664
1.12824598580092,0.764328191380588,0.00110270663387211,14598.7791857991
1.12726822659291,0.786109563361319,0.00107607861065303,14549.8399316718
1.00868087294676,0.803376773376464,0.000955901656654642,10728.7408610798
1.1178676802918,0.785261659549045,0.000982637642564085,13498.2445590136
0.8841251812359,0.719300711057262,0.000910959626182288,15531.388429167
1.02093591858184,0.752465669879989,0.000935820447094786,10437.8622411889
1.03716562762844,0.901210381652624,0.000839706025844522,13517.1204409889
0.961968152860616,0.690445565293446,0.00102551352960226,11377.1005279169
1.16228579419776,0.713975349684557,0.00102163117447522,15078.3298597709
1.03867851671454,0.646679043877897,0.000896008167607802,12458.6937527493
0.964709071021805,0.783769674923749,0.000952644829582969,10417.5986872541
1.02657081093227,0.708793020984431,0.000899125841477135,10838.234633434
1.04466873433501,0.875499194732188,0.000995118528590447,13492.0990786714
0.891393125599494,0.910357215566491,0.000947730913354254,15709.0413143347
1.01964910500259,0.903640501282251,0.000868164276567085,13274.7877173808
1.06211802818768,0.852117893804251,0.0010005417654741,13272.6959294355
0.998860347932764,0.93850101138943,0.00093875026880406,14825.7668485063
1.20136235859421,0.748731839485771,0.00102797606165746,16692.6241953158
0.906374253009515,0.803499904666442,0.00096139920767215,12273.6617873576
0.964559695604483,0.747296854666827,0.0010298389173549,10484.6664940882
1.05900124515397,0.849794893165653,0.00103635526425489,13184.7499257293
0.963609839550678,0.805259289082695,0.000979497356597803,10607.7338416744
1.02259206546098,0.923236031044611,0.000924603930988412,14490.6141457393
0.978215614478687,0.848746542674672,0.000938789980743277,11318.8650548586
0.903525480194489,0.691106359995153,0.000869014592825168,14811.5686241762
1.08314850441384,0.758133680582024,0.000986989825823433,11816.6371276942
0.921916489818504,0.754981424371311,0.000987032629732158,11340.650363716
1.10978799516616,0.509039086502927,0.00103278113588064,21211.8331967256
0.972181679463635,0.859759400192928,0.00100937770273195,11659.3599746173
0.882360512034059,0.779967938123308,0.00119998151610956,12002.580458258
0.837787869043453,0.782421982023952,0.00100034199043921,19980.4709122971
0.977638143395725,0.810369305518998,0.000828422301558855,10692.58251067
0.830340697565901,0.924089039011203,0.00106650076456405,23394.1735360114
0.83266179435352,0.78034561690005,0.000865906112908761,23985.1022020657
0.869759028340286,0.791638444159668,0.00104272473131045,14601.0382706333
1.14589338567461,0.650605048160971,0.000933030198538538,14784.6703318057
0.955540246095544,0.920729024066226,0.00113216582059686,14027.7385334459
0.815475920877396,0.748667368819666,0.00113460597965534,21101.3269584377
